CONDITION_CATEGORY,CONDITION,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
Cardiovascular Disease,Heart Failure,I5031,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08222,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S12601B,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S022XXA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Cataract,H26013,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Metabolic Disease,Obesity,Z6841,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72001C,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E11649,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E08641,ICD-10-CM,Include,None
Other,Glaucoma,H40211,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S34131A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8334,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E09339,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8285,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06859,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72063A,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1141,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S0421XS,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I229,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6319,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Intellectual Disabilities and Related Conditions,E7871,ICD-10-CM,Include,None
Other,Glaucoma,H4050X4,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cancer,Leukemias and Lymphomas,C8263,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0800,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7089,ICD-10-CM,Include,None
Other,Sickle Cell Disease,D571,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N2581,ICD-10-CM,Include,None
Mental Health,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",F6381,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89109,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72041A,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70249,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G464,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Peripheral Vascular Disease (PVD),I70203,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S028XXA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Cerebral Palsy,G803,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02849S,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Opioid Use Disorder,F11950,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S32059A,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,F11129,ICD-10-CM,Include,None
Other,Anemia,D580,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q031,ICD-10-CM,Include,None
Other,Asthma,J4542,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14102A,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G43109,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89021,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32811B,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F40233,ICD-10-CM,Include,None
Neurodegenerative Disease,Alzheimer's Disease and Related Disorders or Senile Dementia,G94,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06895A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72045C,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F12121,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E11329,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I25708,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50322,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F489,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1143,ICD-10-CM,Include,None
Other,Epilepsy,G40001,ICD-10-CM,Include,None
Other,Epilepsy,G40801,ICD-10-CM,Include,None
Other,Glaucoma,H4010X2,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08939,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70245,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72143A,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G465,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05531,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T40991A,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103413,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70649,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8227,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6052,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Drug Use Disorders,F1513,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14105S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15250,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083293,ICD-10-CM,Include,None
Cardiovascular Disease,Hypertension,I674,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E09622,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08442,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0842,ICD-10-CM,Include,None
Cardiovascular Disease,Hypertension,I120,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0265XA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S34109S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08862,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8595,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06321S,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72011A,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15281,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N159,ICD-10-CM,Include,None
Cancer,Lung Cancer,C3490,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E11641,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06375A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E093292,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8303,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63019,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02839B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6050,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E7029,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89209,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N05A,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40605A,ICD-10-CM,Include,None
Viral Hepatitis,Hepatitis D,B161,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E13621,ICD-10-CM,Include,None
Other,Mobility Impairments,I69951,ICD-10-CM,Include,None
Other,Mobility Impairments,I69369,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02411B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97524,ICD-10-CM,Include,None
Mental Health,Depression,F4323,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05861,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8350,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11220,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05462,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I70229,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05749,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32441A,ICD-10-CM,Include,None
Other,Epilepsy,G40209,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103552,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,F11922,ICD-10-CM,Include,None
Mental Health,Depression,F332,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72033C,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C91Z2,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02110B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97222,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1690,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32425B,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,E0929,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89501,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1142,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97218,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,F1194,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,M84350A,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M5413,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S12500B,ICD-10-CM,Include,None
Other,Sickle Cell Disease,D57418,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S12201A,ICD-10-CM,Include,None
Other,Glaucoma,H4060X4,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Hip/Pelvic Fracture,S32475B,ICD-10-CM,Include,None
Mental Health,"ADHD, Conduct Disorders, and Hyperkinetic Syndrome",F6389,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F422,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02413B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S061X8A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Endometrial Cancer,C548,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32316A,ICD-10-CM,Include,None
Cancer,Lung Cancer,C3402,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F14188,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06823S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M19171,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F1026,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06231,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89213,ICD-10-CM,Include,None
Other,Glaucoma,H4020X0,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q012,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08822,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,M10361,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I25810,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,T65211A,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H541132,ICD-10-CM,Include,None
Other,Glaucoma,H401191,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S24111S,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40491D,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9132,ICD-10-CM,Include,None
Other,Mobility Impairments,G8324,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63032,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72123C,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0211GA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Leukemias and Lymphomas,C8373,ICD-10-CM,Include,None
Other,Glaucoma,H401134,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Hip/Pelvic Fracture,S72012A,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,D4121,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F14959,ICD-10-CM,Include,None
Other,Mobility Impairments,G8103,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05362,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63449,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Migraine and Chronic Headache,G43839,ICD-10-CM,Include,None
Other,Benign Prostatic Hyperplasia,N4283,ICD-10-CM,Include,Exclude any encounter with diagnosis code of D29.1
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06336S,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083412,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02849K,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Mental Health,Schizophrenia,F2089,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,HZ96ZZZ,ICD-10-PCS,Include,None
Other,Chronic Kidney Disease,N043,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,HZ36ZZZ,ICD-10-PCS,Include,None
Other,Hip/Pelvic Fracture,S32412B,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97224,ICD-10-CM,Include,None
Other,Learning Disabilities,F8189,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0280XB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Migraine and Chronic Headache,G44019,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40425A,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05629,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G43919,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05569,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T404X3S,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97505,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9592,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M0500,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19280,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06379,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N131,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S22039B,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,O355XX4,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N021,ICD-10-CM,Include,None
Metabolic Disease,Obesity,Z6839,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T403X2A,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08441,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05021,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0949,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05269,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02111B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97425,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19220,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E098,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083553,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,HZ84ZZZ,ICD-10-PCS,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K7290,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,Z716,ICD-10-CM,Include,None
Other,Intellectual Disabilities and Related Conditions,Q910,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I221,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63441,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S32309B,ICD-10-CM,Include,None
Other,Glaucoma,H40052,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Opioid Use Disorder,T40692D,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63439,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Viral Hepatitis,Hepatitis C (chronic),Z2252,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06343A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Sickle Cell Disease,D57458,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05042,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9111,ICD-10-CM,Include,None
Other,Cataract,H26119,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05221,ICD-10-CM,Include,None
Other,Cataract,H26011,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06372A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Cataract,H2632,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S062X2S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F18921,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,O99331,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K759,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8514,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E093592,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05241,ICD-10-CM,Include,None
Other,Glaucoma,H40041,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Metabolic Disease,Diabetes,E103599,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103311,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113592,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q0700,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F40232,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F14121,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40491A,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N025,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89311,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,E0822,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0267XB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63521,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,I70532,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M60871,ICD-10-CM,Include,None
